,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
10,EQwtBc5PgiezKW1Cx55ukg,Alain A.,2.0 star rating,"This was my first visit here. From what I saw this is a true juice bar. Many different types of (pre bottled) juices in different sizes, although on the expensive side. I tried the coconut cream pie and it was nothing to write home about. It was empty when I walked in and the young lady at the counter was very eager for me to hurry up and buy. This place is alright but it also my last visit.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
11,FbwdGIyc0d8xkmzzwgyAbA,Jay V.,5.0 star rating,Awesome place with a very helpful staff. Great food at a reasonable price for this type of menu. They cold press their juices on the premises and do not use any kind of pasteurization. (Strictly organic)The smoothie selection is impressive but they make to order as well if you want. Summer menu is great and they keep adding items. Worth checking out!,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
12,2sFcGGmOG2VuYScxtqALjg,Kelli D.,3.0 star rating,"Cool place, great atmosphere and service, and the chia pudding was delicious. But the acai bowl was underwhelming for the price. I feel like I paid a lot for something I could have made at home.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
13,T_sHNz9LdkneCPnYQwb0qQ,Alex B.,5.0 star rating,"This review is for the Fort Lee location which is located on Main Street. At the time of this review, I believe that this location has only been open two weeks. My husband and I stopped in to check out the fresh kombucha as well as the cold press health shots. The owners showed us around the store and gave us lots of yummy samples. We tried the cheesecake which was so delicious, the texture was amazing and it contained no added sugar. We ended up buying some health shots as well as some kale chips. Check out this place if you are looking to expand your taste buds and branch out into healthy eating. My only suggestion to the owner would be to include the nutrition information on the label.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
14,Pgl-nrl-iTAxipdrnDZJEg,Lucy L.,4.0 star rating,Great place!!! Hoboken needed more natural and healthy smoothie places. The workers are very nice and helpful and the smoothies are excellent. I wish it was a little cheaper.,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
15,ysPBx2k3eFxCLvoubBu9fw,Merica K.,5.0 star rating,"I absolutely love Simply Juiced! It's a small juice bar with some food and treat options available too. There is some window seating and some bar table seating available that is usually pretty easy to snag as most people aren't staying to eat, although it's an option. My boyfriend and I ALWAYS get the acai bowl. It's our favorite. Everything in the shop is so fresh and healthy but so tasty! Even foodies who don't prefer vegan or vegetarian options can enjoy this spot. They offer taste tests of almost every option so you don't have to purchase something blind and hope for the best.  The staff is always so friendly and inviting as soon as you walk in. Prices are moderate but fair for what they are serving. Also, if you sign up for the rewards program, (which just means basically checking in when you get there) after 10 visits you get any juice free. On occasion they will send out promotional coupons. I love this spot!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
16,5uJN1uj254r4Q7W5wWZOmw,Irene H.,5.0 star rating,"Lots of options/combinations available and the employees were very helpful with suggestions/recommendations. They also allow for some sampling if they have some available, not just of the smoothie but also their other snacks they sell! They're also more than happy to adjust any of the ingredients in the smoothie if necessary to accommodate to customer taste.The smoothie was perfectly blended so you don't have chunks of fruits or vegetables. A little on the pricier side at about $8-$11 but definitely worth every dollar for the service and taste of the smoothies. Very content and will definitely be back for more after my morning barre class :P",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
17,XbzyMdWIOBDefIKEbsm7bg,Kevin J.,5.0 star rating,"Great selections of sandwiches, juices and raw vegan dishes that were ready for pickup and treated with love!!! I enjoyed the special touches they give to the packaging!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
18,Jaa2PsDJl2ySx6bgFC8AoA,James T.,5.0 star rating,"Stopped in because I was in the area. I never heard of this place. Looked at the reviews, they looked pretty good. The burrito was awesome. Cool presentation. The greenery and the fruit looked fresh. They made a great drink with protein. It was really clean inside. I would recommend for sure. These guys have a great thing going.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
19,dugA_rKOfCPu4Wdj5Rtt7g,Ashleigh O.,5.0 star rating,"When I'm on my healthy vegan flow (instead of, ya know, vegan pizza and seitan tacos) I like to come here. Everything tastes good for you and is good for your body. You must try the falafel cabbage roll and walnut pesto sandwich if you plan on eating anything from here. Divine. All of the drinks are great, too. They have so many options that I attempt to try something new each time.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
20,Gnj3X_Zs99KS0AIVeYQVGA,Jerry L.,5.0 star rating,"My favorite juice spot in town, the staff is friendly and very knowledgeable about every product and if you would like to improvise on one of the juices they would do it, my favorite drink is probably the hot beverage the kung flu fighter ($7) which consists of cayenne,  lemon/lime, ginger, apple cider vinegar, habanero pepper, raw honey, horseradish, orange and tumeric, onion and a dash of oil from oregano, this has prevented me from getting really sick and is one of my favorite elixirs. Everything is  organic and a lot of options for folks who are vegan, I sometimes also get their E3 live (blue algae shot (a ton of vitamins & only place in town that serves it), also enjoy their wheatgrass shot single or double $3.50/$6, and they also have the reboot immunity shot ($4) booster which consists of ginger, lemon/lime, oil of oregano & cayenne extract which is cold drink. The owner is amazing and so is there staff, shout out to the owner Sung, Jake, Ron Hussle aka Omentah aka slowfi, Rachel (PT Student), Bree & Teague! See you all soon. And if you're in Fort Lee they opened another spot. There is parking for bikes and vehicles but no bathroom. They do deliver and also you can order in advance and will cater.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
21,Ox6NXoHS5rFQ3FA_-oKdaQ,Christina B.,4.0 star rating,Ingredients all taste real and fresh. I'm not vegan but I come here for the smoothies as I can't find real smoothies anywhere else in the area! You can make your own or choose from a preselected list. I personally like the ones with berries in them and make a few minor substitutes. Most of the juices are made earlier in the day and put into the fridges which I don't prefer though I had a fresh one when they first opened and it was pretty good.,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
22,zB8TS8sr8zLQ7hSu78Gkjw,Wei V.,4.0 star rating,"I was happy to find raw vegan cakes not too far from my house. My husband got the acai paradise pie as a treat! It was very smooth and tasted very good! I wish they went easy with brazil nuts, which tasted a little bitter.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
23,aW6ScZKCyAmcemd9bCAmgA,Anna V.,5.0 star rating,"Amazing, amazing, amazing. The owner of the store himself delivered my order to Jersey City on a snow day when the delivery guys hid away from the snow. I can't thank them enough for the great healthy food they make and their service. All the best to you guys!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
24,zMilz6OlDmRAxiReuMGgBg,Gina R.,5.0 star rating,"Hands down best premium smoothie/juice place in Hoboken. And Jersey City for that matter.Let's start with the smoothies.  The ingredients are premium and include fresh young Thai coconut water (and frozen coconut meat!), raw honey, fresh mint, Brazil nut butter, hemp milk, black mission figs and, of course, kale.  You can order one of the 10 on the menu or create your own.  I recommend the Bubblegum - it's very lightly sweetened with honey only (you can customize the level). It is unbelievably good, strawberry, pineapple, pomegranate, coconut water, plus acai and goji berries.  You can't go wrong and will love anything you order.Next up: juices.  So all the juices are made in house.  One case is 100% organic.  There are about 20 varieties of green juices.   Orange juice.  Simple pure carrot juice, pineapple, even pear!  Chia seed drinks.  Spoiler alert: charcoal lemonade.  Aloe water.  There's ginger and wheatgrass shots.  And my favorite - creama de coco.  This baby is blended coconut meat and water, creating a smooth creamy masterpiece.  It's a vacation to the tropics in a bottle.Another case is dedicated to raw and vegan food.  Find veggie burgers, raw-o-licious (gf raw oats, coconut, dates), chia pudding, burritos, raw tarts, some salads like the Cuban ceviche.  All of it is thoughtfully crafted and very fresh.Pricing - ranges from $5-10.  Offering a cleanse package for $58 with 7 juices.  It's a really good deal!There's steady food traffic here.  There's something for everyone, even kids.  It's easy to understand why - the owner and his staff are super friendly and knowledgeable.  There's some samples on hand and they are happy to help you find exactly what kind of juice you are craving.  Happy smoothie-ing!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
25,XUB4HCdKUS7QrqAtYvYC3g,Greg R.,5.0 star rating,Best juice and smoothies in town. Also very good vegan sandwiches. Highly recommended,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
26,WUhSkcmpwe-KFsXCQZ8n6g,H H.,3.0 star rating,"This place is just ok.  I've been there a few times over the past 1-2 years-this review reflects those visits.Pro's: it's not too expensive (vs other places I've tried it's basically on par), they offer fresh and ready to go (pre bottled), they have healthy snacks, and give out samples!Con's:  the ingredients they write on the cooler doors are pretty hard to read (ask the person at the counter).  Also, it's really nothing special-just run of the mill.  Worth it only if it's close-I wouldn't go out of your way for this...",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
27,FEDVVcxHq4FosS6Fh-KTvw,Tao J.,5.0 star rating,"Normally I only post negative yelp reviews because I don't like my favorite restaurants to get all pricey and packed BUT I do make rare exceptions when they are truly deserved. I wish I could give Simply Juiced 6 stars. I was a vegan for almost 20 years, I have travelled all over the west coast and used to live in San Francisco so I know a thing or two about vegan restaurants. Trust me when I say that Simply Juiced is the best of the best. Every single item I tried was flawless. Creative, delicious, nourishing, prepared with love and simply incredible. It made me wish I had two stomachs. Often vegan food falls into the trap of assuming that just because of the veganism it is automatically healthy. This is not true at all. Eat too much processed fake meat and fake cheese and you will ruin your biome. Simply Juiced does not fall into this trap. Another trap is assuming that food that is healthy is automatically delicious. This is not true at all. Fresh organic ingredients are essential, but they must also be prepared with creativity and flavor or it's just a bunch of ingredients in a pile. Simply Juiced does not fall into this trap either. Simply Juiced is absolutely incredible. I will be ordering from them every week I am in town. They are such a cut above the competition that it's not even fair to place them in the same category. Simply Juiced deserves a Michelin Star, and not even some upcycled local vegan version of a Michelin Star, in talking about the real deal here. Simply Juiced takes big fat healthy well digested probiotic sh*ts all over the competition and then starts its day kicking *ss and taking names. Eat here and tip well.Much respect, more of everything please!Dylan(But don't go get a big ego and price me out of the game now)",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
28,Ralo7wlSbCF5IM3Z46y8PA,Yeraldine S.,4.0 star rating,"After my session, my trainer & I were discussing places in Hoboken that offer healthy drinks. We threw a few names around and why they weren't consistent and that's when Simply Juiced came up.. so I had to check it out for myself. The place is super clean, it has a few tables to sit in, and a grab & go option (juices, salads, & snacks). I was greeted by the nice lady behind the counter, who asked if it was my first time. Based on what I told her I was looking for, she recommended the Green Dream($11): Banana, kale, Brazil nut butter, vanilla extract, dates, rice protein, and almond milk!  It sounds like a lot but the mix was perfect. A great post-workout drink ..I just wish it was bigger for the price tag. I was impressed with the varieties available. The staff is so helpful so don't hesitate to ask questions. There were plenty samples that I was offered to try. They also have a reward system based on how many drinks you purchase, all you do is input your cell #. . Looks like I'll be heading to #SimplyJuiced after my workout!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
29,hr5IJ4mxQIMOEonyPo6hjg,Shruti K.,4.0 star rating,"I ordered from the food menu - mac and no cheese and the pad Thai noodles. The food was fresh and healthy. However, I was very surprised about the quantity. Very expensive for the amount you get. I would go back to try the juices.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
